categoria,nome_produto,preco_casanova,preco_medio_mercado,gap_pct
Cozinha,Produto Cozinha 52,277.49,281.69,-1.49
Cozinha,Produto Cozinha 52,277.49,281.72,-1.5
Cozinha,Produto Cozinha 19,269.35,273.49,-1.51
Iluminação,Produto Iluminação 86,580.77,589.67,-1.51
Decoração,Produto Decoração 119,249.44,253.27,-1.51
Banheiro,Produto Banheiro 106,657.47,667.59,-1.52
Móveis,Produto Móveis 127,725.7,736.93,-1.52
Jardim,Produto Jardim 55,206.05,209.26,-1.53
Jardim,Produto Jardim 87,442.6,449.54,-1.54
Móveis,Produto Móveis 127,725.7,737.14,-1.55
Móveis,Produto Móveis 127,725.7,737.13,-1.55
Decoração,Produto Decoração 10,375.67,381.67,-1.57
Decoração,Produto Decoração 10,375.67,381.65,-1.57
Cozinha,Produto Cozinha 73,252.84,256.87,-1.57
Cozinha,Produto Cozinha 73,252.84,256.88,-1.57
Decoração,Produto Decoração 79,576.23,585.45,-1.57
Banheiro,Produto Banheiro 13,395.82,402.17,-1.58
Banheiro,Produto Banheiro 115,759.86,772.09,-1.58
Iluminação,Produto Iluminação 145,254.26,258.33,-1.58
Decoração,Produto Decoração 122,778.91,791.53,-1.59
Decoração,Produto Decoração 31,339.55,345.08,-1.6
Iluminação,Produto Iluminação 111,564.11,573.29,-1.6
Decoração,Produto Decoração 122,778.91,791.81,-1.63
Jardim,Produto Jardim 65,20.81,21.16,-1.65
Iluminação,Produto Iluminação 146,40.47,41.15,-1.65
Iluminação,Produto Iluminação 12,258.94,263.33,-1.67
Decoração,Produto Decoração 139,681.58,693.15,-1.67
Móveis,Produto Móveis 150,535.11,544.22,-1.67
Outros,Produto Banheiro 1,327.74,333.35,-1.68
Banheiro,Produto Banheiro 43,274.67,279.37,-1.68
Jardim,Produto Jardim 59,686.07,697.79,-1.68
Decoração,Produto Decoração 119,249.44,253.7,-1.68
Iluminação,Produto Iluminação 146,40.47,41.16,-1.68
Outros,Produto Banheiro 1,327.74,333.37,-1.69
Iluminação,Produto Iluminação 86,580.77,590.73,-1.69
Jardim,Produto Jardim 87,442.6,450.2,-1.69
Móveis,Produto Móveis 140,601.14,611.5,-1.69
Banheiro,Produto Banheiro 30,52.76,53.67,-1.7
Jardim,Produto Jardim 65,20.81,21.17,-1.7
Decoração,Produto Decoração 139,681.58,693.35,-1.7
Iluminação,Produto Iluminação 146,40.47,41.17,-1.7
Decoração,Produto Decoração 9,269.04,273.71,-1.71
Móveis,Produto Móveis 11,525.9,535.09,-1.72
Móveis,Produto Móveis 11,525.9,535.1,-1.72
Jardim,Produto Jardim 87,442.6,450.35,-1.72
Cozinha,Produto Cozinha 109,286.71,291.74,-1.72
Banheiro,Produto Banheiro 13,395.82,402.84,-1.74
Jardim,Produto Jardim 51,41.24,41.97,-1.74
Jardim,Produto Jardim 55,206.05,209.7,-1.74
Móveis,Produto Móveis 63,205.33,209.0,-1.76
Decoração,Produto Decoração 78,838.02,853.04,-1.76
Jardim,Produto Jardim 87,442.6,450.51,-1.76
Banheiro,Produto Banheiro 62,280.53,285.59,-1.77
Jardim,Produto Jardim 87,442.6,450.58,-1.77
Móveis,Produto Móveis 118,178.03,181.23,-1.77
Jardim,Produto Jardim 23,231.08,235.28,-1.79
Móveis,Produto Móveis 150,535.11,545.04,-1.82
Decoração,Produto Decoração 135,315.18,321.06,-1.83
Cozinha,Produto Cozinha 14,181.73,185.13,-1.84
Móveis,Produto Móveis 140,601.14,612.41,-1.84
Decoração,Produto Decoração 9,269.04,274.12,-1.85
Cozinha,Produto Cozinha 14,181.73,185.15,-1.85
Decoração,Produto Decoração 10,375.67,382.8,-1.86
Cozinha,Produto Cozinha 109,286.71,292.2,-1.88
Jardim,Produto Jardim 23,231.08,235.56,-1.9
Decoração,Produto Decoração 56,256.94,261.91,-1.9
Cozinha,Produto Cozinha 109,286.71,292.27,-1.9
Decoração,Produto Decoração 10,375.67,383.08,-1.93
Banheiro,Produto Banheiro 43,274.67,280.07,-1.93
Jardim,Produto Jardim 65,20.81,21.22,-1.93
Jardim,Produto Jardim 65,20.81,21.22,-1.93
Iluminação,Produto Iluminação 86,580.77,592.23,-1.94
Decoração,Produto Decoração 130,491.0,500.71,-1.94
Decoração,Produto Decoração 9,269.04,274.4,-1.95
Banheiro,Produto Banheiro 13,395.82,403.83,-1.98
Decoração,Produto Decoração 139,681.58,695.37,-1.98
Móveis,Produto Móveis 127,725.7,740.52,-2.0
Banheiro,Produto Banheiro 43,274.67,280.32,-2.02
Iluminação,Produto Iluminação 111,564.11,575.72,-2.02
Jardim,Produto Jardim 55,206.05,210.31,-2.03
Banheiro,Produto Banheiro 115,759.86,775.61,-2.03
Banheiro,Produto Banheiro 115,759.86,775.57,-2.03
Banheiro,Produto Banheiro 43,274.67,280.4,-2.04
Decoração,Produto Decoração 135,315.18,321.74,-2.04
Decoração,Produto Decoração 147,701.87,716.52,-2.04
Decoração,Produto Decoração 10,375.67,383.53,-2.05
Móveis,Produto Móveis 11,525.9,536.93,-2.05
Jardim,Produto Jardim 65,20.81,21.25,-2.07
Móveis,Produto Móveis 150,535.11,546.44,-2.07
Cozinha,Produto Cozinha 109,286.71,292.8,-2.08
Móveis,Produto Móveis 140,601.14,613.91,-2.08
Cozinha,Produto Cozinha 109,286.71,292.84,-2.09
Móveis,Produto Móveis 150,535.11,546.56,-2.09
Jardim,Produto Jardim 23,231.08,236.04,-2.1
Iluminação,Produto Iluminação 86,580.77,593.2,-2.1
Decoração,Produto Decoração 135,315.18,321.93,-2.1
Decoração,Produto Decoração 10,375.67,383.75,-2.11
Decoração,Produto Decoração 79,576.23,588.68,-2.11
Decoração,Produto Decoração 130,491.0,501.56,-2.11
Banheiro,Produto Banheiro 62,280.53,286.61,-2.12
Cozinha,Produto Cozinha 109,286.71,292.93,-2.12
Móveis,Produto Móveis 134,597.01,610.0,-2.13
Banheiro,Produto Banheiro 13,395.82,404.46,-2.14
Cozinha,Produto Cozinha 73,252.84,258.38,-2.14
Decoração,Produto Decoração 112,93.22,95.26,-2.14
Banheiro,Produto Banheiro 62,280.53,286.72,-2.16
Móveis,Produto Móveis 118,178.03,181.96,-2.16
Outros,Produto Decoração 2,626.21,640.24,-2.19
Banheiro,Produto Banheiro 43,274.67,280.85,-2.2
Jardim,Produto Jardim 59,686.07,701.52,-2.2
Decoração,Produto Decoração 79,576.23,589.17,-2.2
Banheiro,Produto Banheiro 13,395.82,404.81,-2.22
Jardim,Produto Jardim 55,206.05,210.72,-2.22
Decoração,Produto Decoração 112,93.22,95.34,-2.22
Banheiro,Produto Banheiro 30,52.76,53.98,-2.26
Móveis,Produto Móveis 118,178.03,182.14,-2.26
Banheiro,Produto Banheiro 43,274.67,281.08,-2.28
Jardim,Produto Jardim 59,686.07,702.08,-2.28
Banheiro,Produto Banheiro 30,52.76,54.0,-2.3
Móveis,Produto Móveis 118,178.03,182.23,-2.3
Decoração,Produto Decoração 112,93.22,95.43,-2.32
Outros,Produto Decoração 2,626.21,641.12,-2.33
Móveis,Produto Móveis 150,535.11,547.89,-2.33
Decoração,Produto Decoração 9,269.04,275.48,-2.34
Móveis,Produto Móveis 134,597.01,611.32,-2.34
Jardim,Produto Jardim 65,20.81,21.31,-2.35
Decoração,Produto Decoração 84,282.85,289.7,-2.36
Cozinha,Produto Cozinha 14,181.73,186.16,-2.38
Móveis,Produto Móveis 11,525.9,538.76,-2.39
Jardim,Produto Jardim 65,20.81,21.32,-2.39
Jardim,Produto Jardim 65,20.81,21.32,-2.39
Iluminação,Produto Iluminação 146,40.47,41.46,-2.39
Móveis,Produto Móveis 11,525.9,538.84,-2.4
Banheiro,Produto Banheiro 62,280.53,287.49,-2.42
Móveis,Produto Móveis 150,535.11,548.46,-2.43
Decoração,Produto Decoração 10,375.67,385.09,-2.45
Jardim,Produto Jardim 23,231.08,236.88,-2.45
Móveis,Produto Móveis 39,659.01,675.64,-2.46
Decoração,Produto Decoração 112,93.22,95.57,-2.46
Jardim,Produto Jardim 51,41.24,42.29,-2.48
Cozinha,Produto Cozinha 14,181.73,186.38,-2.49
Móveis,Produto Móveis 63,205.33,210.57,-2.49
Cozinha,Produto Cozinha 38,605.23,620.76,-2.5
Decoração,Produto Decoração 147,701.87,719.9,-2.5
Decoração,Produto Decoração 10,375.67,385.4,-2.52
Móveis,Produto Móveis 63,205.33,210.66,-2.53
Jardim,Produto Jardim 65,20.81,21.35,-2.53
Jardim,Produto Jardim 55,206.05,211.43,-2.54
Jardim,Produto Jardim 87,442.6,454.14,-2.54
Móveis,Produto Móveis 118,178.03,182.67,-2.54
Móveis,Produto Móveis 127,725.7,744.59,-2.54
Cozinha,Produto Cozinha 52,277.49,284.74,-2.55
Decoração,Produto Decoração 56,256.94,263.67,-2.55
Iluminação,Produto Iluminação 145,254.26,260.92,-2.55
Iluminação,Produto Iluminação 12,258.94,265.76,-2.57
Jardim,Produto Jardim 51,41.24,42.33,-2.58
Decoração,Produto Decoração 79,576.23,591.5,-2.58
Decoração,Produto Decoração 105,19.23,19.74,-2.58
Cozinha,Produto Cozinha 109,286.71,294.31,-2.58
Decoração,Produto Decoração 31,339.55,348.57,-2.59
Móveis,Produto Móveis 134,597.01,612.86,-2.59
Móveis,Produto Móveis 140,601.14,617.12,-2.59
Decoração,Produto Decoração 56,256.94,263.8,-2.6
Móveis,Produto Móveis 72,430.2,441.67,-2.6
Cozinha,Produto Cozinha 148,121.1,124.34,-2.61
Decoração,Produto Decoração 9,269.04,276.28,-2.62
Banheiro,Produto Banheiro 43,274.67,282.06,-2.62
Cozinha,Produto Cozinha 42,291.3,299.16,-2.63
Cozinha,Produto Cozinha 73,252.84,259.72,-2.65
Decoração,Produto Decoração 139,681.58,700.21,-2.66
Banheiro,Produto Banheiro 43,274.67,282.22,-2.68
Cozinha,Produto Cozinha 52,277.49,285.13,-2.68
Decoração,Produto Decoração 105,19.23,19.76,-2.68
Decoração,Produto Decoração 105,19.23,19.76,-2.68
Jardim,Produto Jardim 23,231.08,237.48,-2.69
Banheiro,Produto Banheiro 43,274.67,282.27,-2.69
Decoração,Produto Decoração 10,375.67,386.15,-2.71
Cozinha,Produto Cozinha 38,605.23,622.07,-2.71
Banheiro,Produto Banheiro 43,274.67,282.39,-2.73
Móveis,Produto Móveis 11,525.9,540.71,-2.74
Jardim,Produto Jardim 138,441.97,454.45,-2.75
Decoração,Produto Decoração 84,282.85,290.89,-2.76
Decoração,Produto Decoração 90,797.17,819.82,-2.76
Decoração,Produto Decoração 130,491.0,504.92,-2.76
Cozinha,Produto Cozinha 42,291.3,299.59,-2.77
Banheiro,Produto Banheiro 62,280.53,288.53,-2.77
Móveis,Produto Móveis 134,597.01,614.0,-2.77
Móveis,Produto Móveis 150,535.11,550.34,-2.77
Cozinha,Produto Cozinha 52,277.49,285.43,-2.78
Decoração,Produto Decoração 135,315.18,324.23,-2.79
Decoração,Produto Decoração 10,375.67,386.48,-2.8
Cozinha,Produto Cozinha 19,269.35,277.11,-2.8
Banheiro,Produto Banheiro 43,274.67,282.58,-2.8
Decoração,Produto Decoração 135,315.18,324.25,-2.8
Decoração,Produto Decoração 147,701.87,722.09,-2.8
Banheiro,Produto Banheiro 62,280.53,288.65,-2.81
Jardim,Produto Jardim 51,41.24,42.44,-2.83
Jardim,Produto Jardim 51,41.24,42.44,-2.83
Cozinha,Produto Cozinha 69,448.19,461.31,-2.84
Banheiro,Produto Banheiro 13,395.82,407.42,-2.85
Cozinha,Produto Cozinha 73,252.84,260.29,-2.86
Decoração,Produto Decoração 84,282.85,291.2,-2.87
Cozinha,Produto Cozinha 24,275.28,283.49,-2.9
Decoração,Produto Decoração 90,797.17,820.98,-2.9
Cozinha,Produto Cozinha 19,269.35,277.43,-2.91
Outros,Produto Banheiro 1,327.74,337.61,-2.92
Cozinha,Produto Cozinha 69,448.19,461.65,-2.92
Cozinha,Produto Cozinha 69,448.19,461.78,-2.94
Decoração,Produto Decoração 139,681.58,702.21,-2.94
Jardim,Produto Jardim 51,41.24,42.5,-2.96
Decoração,Produto Decoração 90,797.17,821.58,-2.97
Decoração,Produto Decoração 112,93.22,96.07,-2.97
Decoração,Produto Decoração 135,315.18,324.83,-2.97
Jardim,Produto Jardim 138,441.97,455.48,-2.97
Cozinha,Produto Cozinha 69,448.19,461.95,-2.98
Outros,Produto Decoração 2,626.21,645.49,-2.99
Decoração,Produto Decoração 84,282.85,291.69,-3.03
Móveis,Produto Móveis 39,659.01,679.69,-3.04
Decoração,Produto Decoração 130,491.0,506.38,-3.04
Móveis,Produto Móveis 134,597.01,615.75,-3.04
Decoração,Produto Decoração 10,375.67,387.49,-3.05
Decoração,Produto Decoração 47,650.26,670.75,-3.05
Banheiro,Produto Banheiro 30,52.76,54.44,-3.09
Jardim,Produto Jardim 59,686.07,707.96,-3.09
Cozinha,Produto Cozinha 73,252.84,260.91,-3.09
Decoração,Produto Decoração 90,797.17,822.58,-3.09
Decoração,Produto Decoração 139,681.58,703.35,-3.1
Cozinha,Produto Cozinha 14,181.73,187.56,-3.11
Decoração,Produto Decoração 79,576.23,594.81,-3.12
Decoração,Produto Decoração 105,19.23,19.85,-3.12
Decoração,Produto Decoração 78,838.02,865.13,-3.13
Banheiro,Produto Banheiro 115,759.86,784.53,-3.14
Decoração,Produto Decoração 147,701.87,724.59,-3.14
Decoração,Produto Decoração 135,315.18,325.45,-3.16
Cozinha,Produto Cozinha 42,291.3,300.85,-3.17
Móveis,Produto Móveis 72,430.2,444.32,-3.18
Móveis,Produto Móveis 118,178.03,183.88,-3.18
Banheiro,Produto Banheiro 30,52.76,54.5,-3.19
Decoração,Produto Decoração 135,315.18,325.57,-3.19
Cozinha,Produto Cozinha 14,181.73,187.8,-3.23
Jardim,Produto Jardim 51,41.24,42.62,-3.24
Cozinha,Produto Cozinha 109,286.71,296.32,-3.24
Móveis,Produto Móveis 11,525.9,543.55,-3.25
Jardim,Produto Jardim 23,231.08,238.84,-3.25
Móveis,Produto Móveis 72,430.2,444.63,-3.25
Jardim,Produto Jardim 138,441.97,456.83,-3.25
Iluminação,Produto Iluminação 146,40.47,41.83,-3.25
Cozinha,Produto Cozinha 14,181.73,187.86,-3.26
Iluminação,Produto Iluminação 146,40.47,41.84,-3.27
Decoração,Produto Decoração 56,256.94,265.64,-3.28
Cozinha,Produto Cozinha 38,605.23,625.84,-3.29
Cozinha,Produto Cozinha 73,252.84,261.47,-3.3
Móveis,Produto Móveis 118,178.03,184.11,-3.3
Banheiro,Produto Banheiro 62,280.53,290.14,-3.31
Decoração,Produto Decoração 135,315.18,326.0,-3.32
Cozinha,Produto Cozinha 19,269.35,278.67,-3.34
Banheiro,Produto Banheiro 62,280.53,290.22,-3.34
Cozinha,Produto Cozinha 19,269.35,278.68,-3.35
Iluminação,Produto Iluminação 20,586.33,606.64,-3.35
Decoração,Produto Decoração 135,315.18,326.12,-3.35
Móveis,Produto Móveis 60,760.29,786.76,-3.36
Cozinha,Produto Cozinha 69,448.19,463.76,-3.36
Decoração,Produto Decoração 84,282.85,292.73,-3.38
Decoração,Produto Decoração 112,93.22,96.48,-3.38
Jardim,Produto Jardim 65,20.81,21.54,-3.39
Cozinha,Produto Cozinha 38,605.23,626.57,-3.41
Decoração,Produto Decoração 84,282.85,292.85,-3.41
Decoração,Produto Decoração 56,256.94,266.03,-3.42
Banheiro,Produto Banheiro 133,747.61,774.09,-3.42
Cozinha,Produto Cozinha 69,448.19,464.11,-3.43
Iluminação,Produto Iluminação 86,580.77,601.48,-3.44
Outros,Produto Decoração 2,626.21,648.59,-3.45
Cozinha,Produto Cozinha 109,286.71,296.98,-3.46
Banheiro,Produto Banheiro 62,280.53,290.62,-3.47
Móveis,Produto Móveis 72,430.2,445.67,-3.47
Decoração,Produto Decoração 90,797.17,825.81,-3.47
Iluminação,Produto Iluminação 12,258.94,268.27,-3.48
Iluminação,Produto Iluminação 12,258.94,268.28,-3.48
Banheiro,Produto Banheiro 43,274.67,284.57,-3.48
Decoração,Produto Decoração 147,701.87,727.21,-3.48
Móveis,Produto Móveis 127,725.7,752.05,-3.5
Móveis,Produto Móveis 134,597.01,618.73,-3.51
Jardim,Produto Jardim 138,441.97,458.04,-3.51
Decoração,Produto Decoração 90,797.17,826.42,-3.54
Cozinha,Produto Cozinha 109,286.71,297.24,-3.54
Jardim,Produto Jardim 51,41.24,42.76,-3.55
Decoração,Produto Decoração 78,838.02,868.88,-3.55
Banheiro,Produto Banheiro 133,747.61,775.26,-3.57
Iluminação,Produto Iluminação 145,254.26,263.67,-3.57
Móveis,Produto Móveis 150,535.11,554.9,-3.57
Cozinha,Produto Cozinha 24,275.28,285.54,-3.59
Decoração,Produto Decoração 47,650.26,674.56,-3.6
Móveis,Produto Móveis 150,535.11,555.1,-3.6
Iluminação,Produto Iluminação 111,564.11,585.22,-3.61
Cozinha,Produto Cozinha 52,277.49,287.93,-3.63
Móveis,Produto Móveis 140,601.14,623.82,-3.64
Cozinha,Produto Cozinha 19,269.35,279.56,-3.65
Banheiro,Produto Banheiro 62,280.53,291.19,-3.66
Decoração,Produto Decoração 105,19.23,19.96,-3.66
Iluminação,Produto Iluminação 12,258.94,268.8,-3.67
Cozinha,Produto Cozinha 19,269.35,279.63,-3.68
Cozinha,Produto Cozinha 73,252.84,262.53,-3.69
Cozinha,Produto Cozinha 109,286.71,297.74,-3.7
Iluminação,Produto Iluminação 20,586.33,608.9,-3.71
Jardim,Produto Jardim 55,206.05,213.99,-3.71
Cozinha,Produto Cozinha 69,448.19,465.47,-3.71
Decoração,Produto Decoração 90,797.17,827.87,-3.71
Jardim,Produto Jardim 23,231.08,240.0,-3.72
Jardim,Produto Jardim 59,686.07,712.6,-3.72
Cozinha,Produto Cozinha 52,277.49,288.24,-3.73
Cozinha,Produto Cozinha 69,448.19,465.55,-3.73
Móveis,Produto Móveis 72,430.2,446.97,-3.75
Iluminação,Produto Iluminação 12,258.94,269.09,-3.77
Decoração,Produto Decoração 9,269.04,279.61,-3.78
Decoração,Produto Decoração 112,93.22,96.88,-3.78
Cozinha,Produto Cozinha 24,275.28,286.14,-3.8
Móveis,Produto Móveis 60,760.29,790.31,-3.8
Decoração,Produto Decoração 78,838.02,871.12,-3.8
Iluminação,Produto Iluminação 132,131.97,137.19,-3.8
Decoração,Produto Decoração 78,838.02,871.29,-3.82
Jardim,Produto Jardim 138,441.97,459.5,-3.82
Decoração,Produto Decoração 130,491.0,510.53,-3.83
Jardim,Produto Jardim 65,20.81,21.64,-3.84
Decoração,Produto Decoração 79,576.23,599.22,-3.84
Iluminação,Produto Iluminação 145,254.26,264.41,-3.84
Cozinha,Produto Cozinha 109,286.71,298.2,-3.85
Decoração,Produto Decoração 130,491.0,510.71,-3.86
Móveis,Produto Móveis 39,659.01,685.56,-3.87
Cozinha,Produto Cozinha 52,277.49,288.7,-3.88
Jardim,Produto Jardim 138,441.97,459.82,-3.88
Móveis,Produto Móveis 127,725.7,755.32,-3.92
Banheiro,Produto Banheiro 30,52.76,54.93,-3.95
Jardim,Produto Jardim 55,206.05,214.53,-3.95
Móveis,Produto Móveis 63,205.33,213.78,-3.95
Jardim,Produto Jardim 55,206.05,214.54,-3.96
Móveis,Produto Móveis 72,430.2,448.01,-3.98
Decoração,Produto Decoração 147,701.87,730.95,-3.98
Decoração,Produto Decoração 10,375.67,391.28,-3.99
Móveis,Produto Móveis 127,725.7,755.88,-3.99
Móveis,Produto Móveis 134,597.01,621.83,-3.99
Móveis,Produto Móveis 11,525.9,547.81,-4.0
Cozinha,Produto Cozinha 14,181.73,189.31,-4.0
Iluminação,Produto Iluminação 20,586.33,610.76,-4.0
Cozinha,Produto Cozinha 109,286.71,298.65,-4.0
Cozinha,Produto Cozinha 42,291.3,303.51,-4.02
Iluminação,Produto Iluminação 145,254.26,264.94,-4.03
Jardim,Produto Jardim 48,658.76,686.5,-4.04
Móveis,Produto Móveis 11,525.9,548.1,-4.05
Móveis,Produto Móveis 39,659.01,686.92,-4.06
Cozinha,Produto Cozinha 67,115.09,119.98,-4.08
Decoração,Produto Decoração 78,838.02,873.66,-4.08
Decoração,Produto Decoração 9,269.04,280.52,-4.09
Jardim,Produto Jardim 51,41.24,43.0,-4.09
Cozinha,Produto Cozinha 67,115.09,120.0,-4.09
Jardim,Produto Jardim 87,442.6,461.52,-4.1
Cozinha,Produto Cozinha 73,252.84,263.68,-4.11
Móveis,Produto Móveis 72,430.2,448.8,-4.14
Decoração,Produto Decoração 84,282.85,295.15,-4.17
Cozinha,Produto Cozinha 52,277.49,289.61,-4.18
Cozinha,Produto Cozinha 67,115.09,120.11,-4.18
Iluminação,Produto Iluminação 146,40.47,42.24,-4.19
Decoração,Produto Decoração 10,375.67,392.13,-4.2
Jardim,Produto Jardim 48,658.76,687.68,-4.21
Móveis,Produto Móveis 63,205.33,214.35,-4.21
Decoração,Produto Decoração 79,576.23,601.57,-4.21
Jardim,Produto Jardim 55,206.05,215.14,-4.23
Decoração,Produto Decoração 105,19.23,20.08,-4.23
Móveis,Produto Móveis 72,430.2,449.25,-4.24
Decoração,Produto Decoração 47,650.26,679.17,-4.26
Iluminação,Produto Iluminação 86,580.77,606.66,-4.27
Banheiro,Produto Banheiro 25,471.5,492.6,-4.28
Iluminação,Produto Iluminação 12,258.94,270.55,-4.29
Móveis,Produto Móveis 60,760.29,794.57,-4.31
Decoração,Produto Decoração 78,838.02,875.79,-4.31
Jardim,Produto Jardim 51,41.24,43.1,-4.32
Decoração,Produto Decoração 79,576.23,602.3,-4.33
Outros,Produto Decoração 2,626.21,654.64,-4.34
Jardim,Produto Jardim 87,442.6,462.7,-4.34
Cozinha,Produto Cozinha 14,181.73,189.99,-4.35
Outros,Produto Banheiro 1,327.74,342.69,-4.36
Decoração,Produto Decoração 9,269.04,281.33,-4.37
Decoração,Produto Decoração 90,797.17,833.59,-4.37
Banheiro,Produto Banheiro 25,471.5,493.09,-4.38
Banheiro,Produto Banheiro 30,52.76,55.18,-4.39
Cozinha,Produto Cozinha 148,121.1,126.68,-4.4
Cozinha,Produto Cozinha 38,605.23,633.14,-4.41
Jardim,Produto Jardim 87,442.6,463.15,-4.44
Iluminação,Produto Iluminação 20,586.33,613.67,-4.46
Cozinha,Produto Cozinha 52,277.49,290.44,-4.46
Jardim,Produto Jardim 55,206.05,215.68,-4.46
Decoração,Produto Decoração 90,797.17,834.38,-4.46
Decoração,Produto Decoração 147,701.87,734.6,-4.46
Decoração,Produto Decoração 105,19.23,20.13,-4.47
Decoração,Produto Decoração 112,93.22,97.59,-4.48
Banheiro,Produto Banheiro 115,759.86,795.49,-4.48
Banheiro,Produto Banheiro 115,759.86,795.47,-4.48
Decoração,Produto Decoração 56,256.94,269.02,-4.49
Cozinha,Produto Cozinha 38,605.23,633.78,-4.5
Móveis,Produto Móveis 60,760.29,796.21,-4.51
Cozinha,Produto Cozinha 19,269.35,282.12,-4.53
Móveis,Produto Móveis 134,597.01,625.35,-4.53
Iluminação,Produto Iluminação 86,580.77,608.39,-4.54
Cozinha,Produto Cozinha 52,277.49,290.71,-4.55
Iluminação,Produto Iluminação 146,40.47,42.4,-4.55
Cozinha,Produto Cozinha 38,605.23,634.15,-4.56
Banheiro,Produto Banheiro 62,280.53,293.96,-4.57
Banheiro,Produto Banheiro 133,747.61,783.41,-4.57
Decoração,Produto Decoração 47,650.26,681.49,-4.58
Outros,Produto Banheiro 1,327.74,343.49,-4.59
Banheiro,Produto Banheiro 25,471.5,494.17,-4.59
Iluminação,Produto Iluminação 41,836.7,876.92,-4.59
Decoração,Produto Decoração 90,797.17,835.52,-4.59
Jardim,Produto Jardim 107,559.39,586.32,-4.59
Decoração,Produto Decoração 78,838.02,878.41,-4.6
Móveis,Produto Móveis 127,725.7,760.7,-4.6
Cozinha,Produto Cozinha 148,121.1,126.94,-4.6
Decoração,Produto Decoração 105,19.23,20.16,-4.61
Decoração,Produto Decoração 105,19.23,20.16,-4.61
Jardim,Produto Jardim 107,559.39,586.4,-4.61
Decoração,Produto Decoração 112,93.22,97.73,-4.61
Cozinha,Produto Cozinha 67,115.09,120.66,-4.62
Decoração,Produto Decoração 135,315.18,330.43,-4.62
Outros,Produto Jardim 4,63.5,66.58,-4.63
Decoração,Produto Decoração 112,93.22,97.75,-4.63
Iluminação,Produto Iluminação 132,131.97,138.38,-4.63
Outros,Produto Banheiro 1,327.74,343.7,-4.64
Móveis,Produto Móveis 140,601.14,630.37,-4.64
Banheiro,Produto Banheiro 25,471.5,494.5,-4.65
Jardim,Produto Jardim 55,206.05,216.09,-4.65
Decoração,Produto Decoração 56,256.94,269.48,-4.65
Banheiro,Produto Banheiro 62,280.53,294.21,-4.65
Iluminação,Produto Iluminação 12,258.94,271.61,-4.66
Iluminação,Produto Iluminação 41,836.7,877.61,-4.66
Jardim,Produto Jardim 59,686.07,719.59,-4.66
Cozinha,Produto Cozinha 19,269.35,282.6,-4.69
Decoração,Produto Decoração 130,491.0,515.14,-4.69
Móveis,Produto Móveis 134,597.01,626.39,-4.69
Iluminação,Produto Iluminação 41,836.7,877.92,-4.7
Jardim,Produto Jardim 59,686.07,719.94,-4.7
Móveis,Produto Móveis 60,760.29,797.8,-4.7
Móveis,Produto Móveis 72,430.2,451.42,-4.7
Decoração,Produto Decoração 90,797.17,836.54,-4.71
Iluminação,Produto Iluminação 132,131.97,138.5,-4.71
Cozinha,Produto Cozinha 38,605.23,635.21,-4.72
Decoração,Produto Decoração 47,650.26,682.5,-4.72
Cozinha,Produto Cozinha 73,252.84,265.4,-4.73
Iluminação,Produto Iluminação 132,131.97,138.52,-4.73
Decoração,Produto Decoração 47,650.26,682.6,-4.74
Jardim,Produto Jardim 48,658.76,691.54,-4.74
Decoração,Produto Decoração 90,797.17,836.8,-4.74
Cozinha,Produto Cozinha 14,181.73,190.79,-4.75
Móveis,Produto Móveis 127,725.7,761.92,-4.75
Decoração,Produto Decoração 84,282.85,296.99,-4.76
Decoração,Produto Decoração 90,797.17,837.05,-4.76
Cozinha,Produto Cozinha 148,121.1,127.16,-4.77
Cozinha,Produto Cozinha 52,277.49,291.45,-4.79
Banheiro,Produto Banheiro 115,759.86,798.09,-4.79
Decoração,Produto Decoração 147,701.87,737.16,-4.79
Cozinha,Produto Cozinha 19,269.35,282.94,-4.8
Banheiro,Produto Banheiro 30,52.76,55.42,-4.8
Iluminação,Produto Iluminação 132,131.97,138.62,-4.8
Cozinha,Produto Cozinha 14,181.73,190.93,-4.82
Iluminação,Produto Iluminação 20,586.33,616.03,-4.82
Cozinha,Produto Cozinha 14,181.73,190.98,-4.84
Banheiro,Produto Banheiro 15,509.67,535.62,-4.84
Cozinha,Produto Cozinha 14,181.73,191.0,-4.85
Iluminação,Produto Iluminação 132,131.97,138.7,-4.85
Iluminação,Produto Iluminação 12,258.94,272.2,-4.87
Jardim,Produto Jardim 59,686.07,721.2,-4.87
Móveis,Produto Móveis 134,597.01,627.57,-4.87
Decoração,Produto Decoração 79,576.23,605.77,-4.88
Móveis,Produto Móveis 134,597.01,627.8,-4.9
Banheiro,Produto Banheiro 62,280.53,295.01,-4.91
Banheiro,Produto Banheiro 15,509.67,536.02,-4.92
Banheiro,Produto Banheiro 25,471.5,496.01,-4.94
Decoração,Produto Decoração 90,797.17,838.64,-4.94
Jardim,Produto Jardim 107,559.39,588.44,-4.94
Banheiro,Produto Banheiro 62,280.53,295.14,-4.95
Móveis,Produto Móveis 110,557.44,586.6,-4.97
Banheiro,Produto Banheiro 115,759.86,799.6,-4.97
Iluminação,Produto Iluminação 20,586.33,617.14,-4.99
Móveis,Produto Móveis 63,205.33,216.11,-4.99
Banheiro,Produto Banheiro 25,471.5,496.29,-5.0
Banheiro,Produto Banheiro 30,52.76,55.54,-5.01
