produto_id,loja_id,data_snapshot,quantidade_disponivel
P0121,L006,2024-01-01,61
P0122,L006,2024-01-01,108
P0123,L006,2024-01-01,29
P0124,L006,2024-01-01,9
P0125,L006,2024-01-01,192
P0126,L006,2024-01-01,58
P0127,L006,2024-01-01,173
P0128,L006,2024-01-01,124
P0129,L006,2024-01-01,89
P0130,L006,2024-01-01,55
P0131,L006,2024-01-01,92
P0132,L006,2024-01-01,165
P0133,L006,2024-01-01,67
P0134,L006,2024-01-01,106
P0135,L006,2024-01-01,122
P0136,L006,2024-01-01,167
P0137,L006,2024-01-01,75
P0138,L006,2024-01-01,146
P0139,L006,2024-01-01,157
P0140,L006,2024-01-01,19
P0141,L006,2024-01-01,18
P0142,L006,2024-01-01,55
P0143,L006,2024-01-01,4
P0144,L006,2024-01-01,89
P0145,L006,2024-01-01,49
P0146,L006,2024-01-01,88
P0147,L006,2024-01-01,116
P0148,L006,2024-01-01,76
P0149,L006,2024-01-01,133
P0150,L006,2024-01-01,100
P0001,L100,2024-01-01,199
P0002,L100,2024-01-01,67
P0003,L100,2024-01-01,72
P0004,L100,2024-01-01,93
P0005,L100,2024-01-01,4
P0006,L100,2024-01-01,148
P9047,L100,2024-01-01,163
P0008,L100,2024-01-01,35
P0009,L100,2024-01-01,134
P0010,L100,2024-01-01,48
P0011,L100,2024-01-01,196
P0012,L100,2024-01-01,15
P0013,L100,2024-01-01,103
P0014,L100,2024-01-01,43
P0015,L100,2024-01-01,85
P0016,L100,2024-01-01,116
P0017,L100,2024-01-01,58
P0018,L100,2024-01-01,48
P0019,L100,2024-01-01,153
P0020,L100,2024-01-01,32
P0021,L100,2024-01-01,15
P0022,L100,2024-01-01,64
P0023,L100,2024-01-01,94
P0024,L100,2024-01-01,3
P0025,L100,2024-01-01,58
P0026,L100,2024-01-01,118
P0027,L100,2024-01-01,183
P0028,L100,2024-01-01,77
P0029,L100,2024-01-01,35
P0030,L100,2024-01-01,4
P0031,L100,2024-01-01,46
P0032,L100,2024-01-01,39
P0033,L100,2024-01-01,3
P0034,L100,2024-01-01,16
P0035,L100,2024-01-01,148
P0036,L100,2024-01-01,16
P0037,L100,2024-01-01,56
P0038,L100,2024-01-01,154
P0039,L100,2024-01-01,25
P0040,L100,2024-01-01,162
P0041,L100,2024-01-01,25
P0042,L100,2024-01-01,0
P0043,L100,2024-01-01,159
P0044,L100,2024-01-01,111
P0045,L100,2024-01-01,140
P0046,L100,2024-01-01,71
P0047,L100,2024-01-01,189
P0048,L100,2024-01-01,118
P0049,L100,2024-01-01,146
P0050,L100,2024-01-01,38
P0051,L100,2024-01-01,81
P0052,L100,2024-01-01,140
P0053,L100,2024-01-01,165
P0054,L100,2024-01-01,29
P0055,L100,2024-01-01,50
P0056,L100,2024-01-01,33
P0057,L100,2024-01-01,110
P0058,L100,2024-01-01,180
P0059,L100,2024-01-01,185
P0060,L100,2024-01-01,53
P0061,L100,2024-01-01,29
P0062,L100,2024-01-01,71
P0063,L100,2024-01-01,47
P0064,L100,2024-01-01,54
P0065,L100,2024-01-01,33
P0066,L100,2024-01-01,122
P0067,L100,2024-01-01,197
P0068,L100,2024-01-01,99
P0069,L100,2024-01-01,155
P0070,L100,2024-01-01,195
P0071,L100,2024-01-01,179
P0072,L100,2024-01-01,47
P0073,L100,2024-01-01,-18
P0074,L100,2024-01-01,169
P0075,L100,2024-01-01,114
P0076,L100,2024-01-01,67
P0077,L100,2024-01-01,20
P0078,L100,2024-01-01,26
P0079,L100,2024-01-01,162
P0080,L100,2024-01-01,168
P0081,L100,2024-01-01,180
P0082,L100,2024-01-01,75
P0083,L100,2024-01-01,145
P0084,L100,2024-01-01,166
P0085,L100,2024-01-01,151
P0086,L100,2024-01-01,60
P0087,L100,2024-01-01,15
P0088,L100,2024-01-01,37
P0089,L100,2024-01-01,148
P0090,L100,2024-01-01,173
P0091,L100,2024-01-01,186
P0092,L100,2024-01-01,179
P0093,L100,2024-01-01,127
P0094,L100,2024-01-01,87
P0095,L100,2024-01-01,170
P0096,L100,2024-01-01,82
P0097,L100,2024-01-01,10
P0098,L100,2024-01-01,24
P0099,L100,2024-01-01,167
P0100,L100,2024-01-01,17
P0101,L100,2024-01-01,104
P0102,L100,2024-01-01,36
P0103,L100,2024-01-01,46
P0104,L100,2024-01-01,130
P0105,L100,2024-01-01,52
P0106,L100,2024-01-01,8
P0107,L100,2024-01-01,133
P0108,L100,2024-01-01,109
P0109,L100,2024-01-01,42
P0110,L100,2024-01-01,181
P0111,L100,2024-01-01,87
P0112,L100,2024-01-01,195
P0113,L100,2024-01-01,134
P0114,L100,2024-01-01,20
P0115,L100,2024-01-01,69
P0116,L100,2024-01-01,87
P0117,L100,2024-01-01,62
P0118,L100,2024-01-01,172
P0119,L100,2024-01-01,191
P0120,L100,2024-01-01,98
P0121,L100,2024-01-01,143
P0122,L100,2024-01-01,84
P0123,L100,2024-01-01,132
P0124,L100,2024-01-01,113
P0125,L100,2024-01-01,165
P0126,L100,2024-01-01,80
P0127,L100,2024-01-01,153
P0128,L100,2024-01-01,47
P0129,L100,2024-01-01,101
P0130,L100,2024-01-01,145
P0131,L100,2024-01-01,128
P0132,L100,2024-01-01,-10
P0133,L100,2024-01-01,135
P0134,L100,2024-01-01,58
P0135,L100,2024-01-01,27
P0136,L100,2024-01-01,46
P0137,L100,2024-01-01,50
P0138,L100,2024-01-01,30
P0139,L100,2024-01-01,131
P0140,L100,2024-01-01,141
P0141,L100,2024-01-01,13
P0142,L100,2024-01-01,113
P0143,L100,2024-01-01,123
P0144,L100,2024-01-01,-13
P0145,L100,2024-01-01,80
P0146,L100,2024-01-01,64
P0147,L100,2024-01-01,24
P0148,L100,2024-01-01,128
P0149,L100,2024-01-01,149
P0150,L100,2024-01-01,159
P0001,L001,2024-02-01,173
P0002,L001,2024-02-01,126
P0003,L001,2024-02-01,89
P0004,L001,2024-02-01,148
P0005,L001,2024-02-01,41
P0006,L001,2024-02-01,171
P0007,L001,2024-02-01,135
P0008,L001,2024-02-01,102
P0009,L001,2024-02-01,26
P0010,L001,2024-02-01,190
P0011,L001,2024-02-01,190
P0012,L001,2024-02-01,64
P0013,L001,2024-02-01,72
P0014,L001,2024-02-01,193
P0015,L001,2024-02-01,8
P0016,L001,2024-02-01,53
P9073,L001,2024-02-01,92
P0018,L001,2024-02-01,153
P0019,L001,2024-02-01,199
P0020,L001,2024-02-01,57
P0021,L001,2024-02-01,198
P0022,L001,2024-02-01,24
P0023,L001,2024-02-01,66
P0024,L001,2024-02-01,21
P0025,L001,2024-02-01,75
P0026,L001,2024-02-01,191
P0027,L001,2024-02-01,125
P0028,L001,2024-02-01,5
P0029,L001,2024-02-01,23
P0030,L001,2024-02-01,22
P0031,L001,2024-02-01,28
P0032,L001,2024-02-01,6
P0033,L001,2024-02-01,92
P0034,L001,2024-02-01,155
P0035,L001,2024-02-01,53
P0036,L001,2024-02-01,78
P0037,L001,2024-02-01,46
P0038,L001,2024-02-01,44
P0039,L001,2024-02-01,180
P0040,L001,2024-02-01,23
P0041,L001,2024-02-01,12
P0042,L001,2024-02-01,157
P0043,L001,2024-02-01,77
P0044,L001,2024-02-01,5
P0045,L001,2024-02-01,131
P0046,L001,2024-02-01,124
P0047,L001,2024-02-01,148
P0048,L001,2024-02-01,99
P0049,L001,2024-02-01,157
P0050,L001,2024-02-01,41
P0051,L001,2024-02-01,10
P0052,L001,2024-02-01,18
P0053,L001,2024-02-01,163
P0054,L001,2024-02-01,131
P0055,L001,2024-02-01,117
P0056,L001,2024-02-01,39
P0057,L001,2024-02-01,162
P0058,L001,2024-02-01,191
P0059,L001,2024-02-01,146
P0060,L001,2024-02-01,55
P0061,L001,2024-02-01,60
P0062,L001,2024-02-01,142
P0063,L001,2024-02-01,104
P0064,L001,2024-02-01,115
P0065,L001,2024-02-01,99
P0066,L001,2024-02-01,2
P0067,L001,2024-02-01,186
P0068,L001,2024-02-01,161
P0069,L001,2024-02-01,142
P0070,L001,2024-02-01,15
P0071,L001,2024-02-01,2
P0072,L001,2024-02-01,197
P0073,L001,2024-02-01,99
P0074,L001,2024-02-01,138
P0075,L001,2024-02-01,55
P0076,L001,2024-02-01,151
P0077,L001,2024-02-01,78
P0078,L001,2024-02-01,158
P0079,L001,2024-02-01,106
P0080,L001,2024-02-01,94
P0081,L001,2024-02-01,157
P0082,L001,2024-02-01,48
P0083,L001,2024-02-01,155
P0084,L001,2024-02-01,57
P0085,L001,2024-02-01,34
P0086,L001,2024-02-01,141
P0087,L001,2024-02-01,19
P0088,L001,2024-02-01,58
P0089,L001,2024-02-01,67
P9029,L001,2024-02-01,143
P0091,L001,2024-02-01,156
P0092,L001,2024-02-01,181
P0093,L001,2024-02-01,125
P0094,L001,2024-02-01,191
P0095,L001,2024-02-01,166
P0096,L001,2024-02-01,161
P0097,L001,2024-02-01,78
P0098,L001,2024-02-01,39
P0099,L001,2024-02-01,150
P0100,L001,2024-02-01,187
P0101,L001,2024-02-01,78
P0102,L001,2024-02-01,42
P0103,L001,2024-02-01,87
P0104,L001,2024-02-01,0
P0105,L001,2024-02-01,148
P0106,L001,2024-02-01,132
P0107,L001,2024-02-01,50
P0108,L001,2024-02-01,157
P0109,L001,2024-02-01,19
P0110,L001,2024-02-01,71
P0111,L001,2024-02-01,62
P0112,L001,2024-02-01,27
P0113,L001,2024-02-01,183
P0114,L001,2024-02-01,1
P0115,L001,2024-02-01,173
P0116,L001,2024-02-01,197
P0117,L001,2024-02-01,198
P0118,L001,2024-02-01,103
P0119,L001,2024-02-01,16
P0120,L001,2024-02-01,136
P0121,L001,2024-02-01,11
P0122,L001,2024-02-01,69
P0123,L001,2024-02-01,88
P0124,L001,2024-02-01,199
P0125,L001,2024-02-01,98
P0126,L001,2024-02-01,24
P0127,L001,2024-02-01,137
P0128,L001,2024-02-01,110
P0129,L001,2024-02-01,120
P0130,L001,2024-02-01,136
P0131,L001,2024-02-01,57
P0132,L001,2024-02-01,66
P0133,L001,2024-02-01,90
P0134,L001,2024-02-01,96
P0135,L001,2024-02-01,182
P0136,L001,2024-02-01,88
P0137,L001,2024-02-01,10
P0138,L001,2024-02-01,88
P0139,L001,2024-02-01,164
P0140,L001,2024-02-01,33
P0141,L001,2024-02-01,111
P0142,L001,2024-02-01,162
P0143,L001,2024-02-01,67
P0144,L001,2024-02-01,91
P0145,L001,2024-02-01,180
P0146,L001,2024-02-01,89
P0147,L001,2024-02-01,39
P0148,L001,2024-02-01,139
P0149,L001,2024-02-01,103
P0150,L001,2024-02-01,55
P0001,L002,2024-02-01,143
P0002,L002,2024-02-01,50
P0003,L002,2024-02-01,31
P0004,L002,2024-02-01,145
P0005,L002,2024-02-01,154
P0006,L002,2024-02-01,186
P0007,L002,2024-02-01,8
P0008,L002,2024-02-01,55
P0009,L002,2024-02-01,162
P0010,L002,2024-02-01,197
P0011,L002,2024-02-01,4
P0012,L002,2024-02-01,157
P0013,L002,2024-02-01,132
P0014,L002,2024-02-01,52
P0015,L002,2024-02-01,41
P0016,L002,2024-02-01,190
P0017,L002,2024-02-01,155
P0018,L002,2024-02-01,141
P0019,L002,2024-02-01,19
P0020,L002,2024-02-01,20
P0021,L002,2024-02-01,125
P0022,L002,2024-02-01,82
P0023,L002,2024-02-01,119
P0024,L002,2024-02-01,85
P0025,L002,2024-02-01,47
P0026,L002,2024-02-01,23
P0027,L002,2024-02-01,15
P0028,L002,2024-02-01,132
P0029,L002,2024-02-01,114
P0030,L002,2024-02-01,64
P0031,L002,2024-02-01,50
P0032,L002,2024-02-01,169
P0033,L002,2024-02-01,1
P0034,L002,2024-02-01,163
P0035,L002,2024-02-01,1
P0036,L002,2024-02-01,69
P0037,L002,2024-02-01,-2
P0038,L002,2024-02-01,30
P0039,L002,2024-02-01,146
P0040,L002,2024-02-01,101
P0041,L002,2024-02-01,93
P0042,L002,2024-02-01,80
P0043,L002,2024-02-01,149
P0044,L002,2024-02-01,166
P0045,L002,2024-02-01,160
P0046,L002,2024-02-01,107
P0047,L002,2024-02-01,9
P0048,L002,2024-02-01,40
P0049,L002,2024-02-01,126
P0050,L002,2024-02-01,24
P0051,L002,2024-02-01,160
P0052,L002,2024-02-01,14
P0053,L002,2024-02-01,77
P0054,L002,2024-02-01,144
P0055,L002,2024-02-01,169
P0056,L002,2024-02-01,180
P0057,L002,2024-02-01,173
P0058,L002,2024-02-01,196
P0059,L002,2024-02-01,115
P0060,L002,2024-02-01,177
P0061,L002,2024-02-01,44
P0062,L002,2024-02-01,157
P0063,L002,2024-02-01,88
P0064,L002,2024-02-01,189
P0065,L002,2024-02-01,36
P0066,L002,2024-02-01,34
P0067,L002,2024-02-01,135
P0068,L002,2024-02-01,37
P0069,L002,2024-02-01,-8
P0070,L002,2024-02-01,144
P0071,L002,2024-02-01,5
P0072,L002,2024-02-01,118
P0073,L002,2024-02-01,19
P0074,L002,2024-02-01,110
P0075,L002,2024-02-01,27
P0076,L002,2024-02-01,113
P0077,L002,2024-02-01,168
P0078,L002,2024-02-01,178
P0079,L002,2024-02-01,96
P0080,L002,2024-02-01,4
P0081,L002,2024-02-01,122
P0082,L002,2024-02-01,120
P0083,L002,2024-02-01,144
P0084,L002,2024-02-01,143
P0085,L002,2024-02-01,142
P0086,L002,2024-02-01,118
P0087,L002,2024-02-01,-6
P0088,L002,2024-02-01,73
P0089,L002,2024-02-01,23
P0090,L002,2024-02-01,152
P0091,L002,2024-02-01,193
P0092,L002,2024-02-01,102
P0093,L002,2024-02-01,70
P0094,L002,2024-02-01,125
P0095,L002,2024-02-01,171
P0096,L002,2024-02-01,46
P0097,L002,2024-02-01,38
P0098,L002,2024-02-01,40
P0099,L002,2024-02-01,194
P0100,L002,2024-02-01,48
P0101,L002,2024-02-01,147
P0102,L002,2024-02-01,172
P0103,L002,2024-02-01,161
P0104,L002,2024-02-01,105
P0105,L002,2024-02-01,167
P0106,L002,2024-02-01,-19
P0107,L002,2024-02-01,91
P0108,L002,2024-02-01,29
P0109,L002,2024-02-01,138
P0110,L002,2024-02-01,124
P0111,L002,2024-02-01,66
P0112,L002,2024-02-01,193
P0113,L002,2024-02-01,145
P0114,L002,2024-02-01,157
P0115,L002,2024-02-01,123
P0116,L002,2024-02-01,115
P0117,L002,2024-02-01,46
P0118,L002,2024-02-01,196
P0119,L002,2024-02-01,9
P0120,L002,2024-02-01,54
P0121,L002,2024-02-01,84
P0122,L002,2024-02-01,166
P0123,L002,2024-02-01,45
P0124,L002,2024-02-01,77
P0125,L002,2024-02-01,48
P0126,L002,2024-02-01,5
P0127,L002,2024-02-01,78
P0128,L002,2024-02-01,56
P0129,L002,2024-02-01,38
P0130,L002,2024-02-01,145
P0131,L002,2024-02-01,10
P0132,L002,2024-02-01,114
P0133,L002,2024-02-01,45
P0134,L002,2024-02-01,92
P0135,L002,2024-02-01,158
P0136,L002,2024-02-01,72
P0137,L002,2024-02-01,97
P0138,L002,2024-02-01,59
P0139,L002,2024-02-01,119
P0140,L002,2024-02-01,167
P0141,L002,2024-02-01,154
P0142,L002,2024-02-01,179
P0143,L002,2024-02-01,142
P0144,L002,2024-02-01,13
P0145,L002,2024-02-01,8
P0146,L002,2024-02-01,5
P0147,L002,2024-02-01,174
P0148,L002,2024-02-01,194
P0149,L002,2024-02-01,45
P0150,L002,2024-02-01,12
P0001,L003,2024-02-01,28
P0002,L003,2024-02-01,101
P0003,L003,2024-02-01,52
P0004,L003,2024-02-01,70
P0005,L003,2024-02-01,79
P0006,L003,2024-02-01,55
P0007,L003,2024-02-01,29
P0008,L003,2024-02-01,163
P0009,L003,2024-02-01,23
P0010,L003,2024-02-01,44
P0011,L003,2024-02-01,37
P0012,L003,2024-02-01,198
P0013,L003,2024-02-01,82
P0014,L003,2024-02-01,9
P0015,L003,2024-02-01,191
P0016,L003,2024-02-01,153
P0017,L003,2024-02-01,-11
P0018,L003,2024-02-01,158
P0019,L003,2024-02-01,29
P0020,L003,2024-02-01,32
P0021,L003,2024-02-01,88
P0022,L003,2024-02-01,106
P0023,L003,2024-02-01,68
P0024,L003,2024-02-01,186
P0025,L003,2024-02-01,13
P0026,L003,2024-02-01,18
P0027,L003,2024-02-01,90
P0028,L003,2024-02-01,150
P0029,L003,2024-02-01,110
P0030,L003,2024-02-01,144
P0031,L003,2024-02-01,23
P0032,L003,2024-02-01,-8
P0033,L003,2024-02-01,-12
P0034,L003,2024-02-01,131
P0035,L003,2024-02-01,100
P0036,L003,2024-02-01,36
P0037,L003,2024-02-01,136
P0038,L003,2024-02-01,14
P0039,L003,2024-02-01,161
P0040,L003,2024-02-01,121
P0041,L003,2024-02-01,51
P0042,L003,2024-02-01,119
P0043,L003,2024-02-01,8
P0044,L003,2024-02-01,151
P0045,L003,2024-02-01,128
P0046,L003,2024-02-01,29
P0047,L003,2024-02-01,161
P0048,L003,2024-02-01,82
P0049,L003,2024-02-01,44
P0050,L003,2024-02-01,68
P0051,L003,2024-02-01,152
P0052,L003,2024-02-01,63
P0053,L003,2024-02-01,113
P0054,L003,2024-02-01,15
P0055,L003,2024-02-01,86
P0056,L003,2024-02-01,40
P0057,L003,2024-02-01,67
P0058,L003,2024-02-01,128
P0059,L003,2024-02-01,144
P0060,L003,2024-02-01,9
P0061,L003,2024-02-01,136
P0062,L003,2024-02-01,143
P0063,L003,2024-02-01,47
P0064,L003,2024-02-01,125
P0065,L003,2024-02-01,0
P0066,L003,2024-02-01,102
P0067,L003,2024-02-01,25
P0068,L003,2024-02-01,135
P0069,L003,2024-02-01,58
P0070,L003,2024-02-01,132
P0071,L003,2024-02-01,69
P0072,L003,2024-02-01,40
P0073,L003,2024-02-01,161
P0074,L003,2024-02-01,107
P0075,L003,2024-02-01,94
P0076,L003,2024-02-01,161
P0077,L003,2024-02-01,110
P0078,L003,2024-02-01,91
P0079,L003,2024-02-01,33
P0080,L003,2024-02-01,75
P0081,L003,2024-02-01,154
P0082,L003,2024-02-01,89
P0083,L003,2024-02-01,82
P0084,L003,2024-02-01,166
P0085,L003,2024-02-01,185
P0086,L003,2024-02-01,113
P0087,L003,2024-02-01,54
P0088,L003,2024-02-01,116
P0089,L003,2024-02-01,21
P0090,L003,2024-02-01,84
P0091,L003,2024-02-01,114
P0092,L003,2024-02-01,172
P0093,L003,2024-02-01,138
P0094,L003,2024-02-01,154
P0095,L003,2024-02-01,5
P0096,L003,2024-02-01,198
P0097,L003,2024-02-01,60
P0098,L003,2024-02-01,96
P0099,L003,2024-02-01,199
P0100,L003,2024-02-01,115
P0101,L003,2024-02-01,80
P0102,L003,2024-02-01,92
P0103,L003,2024-02-01,136
P0104,L003,2024-02-01,148
P0105,L003,2024-02-01,59
P0106,L003,2024-02-01,95
P0107,L003,2024-02-01,36
P0108,L003,2024-02-01,108
P0109,L003,2024-02-01,1
P0110,L003,2024-02-01,152
P0111,L003,2024-02-01,35
P0112,L003,2024-02-01,40
P0113,L003,2024-02-01,158
P0114,L003,2024-02-01,3
P0115,L003,2024-02-01,128
P0116,L003,2024-02-01,197
P0117,L003,2024-02-01,161
P0118,L003,2024-02-01,172
P0119,L003,2024-02-01,5
P0120,L003,2024-02-01,103
P0121,L003,2024-02-01,18
P0122,L003,2024-02-01,22
P0123,L003,2024-02-01,4
P0124,L003,2024-02-01,99
P0125,L003,2024-02-01,71
P0126,L003,2024-02-01,175
P0127,L003,2024-02-01,2
P0128,L003,2024-02-01,65
P0129,L003,2024-02-01,36
P0130,L003,2024-02-01,16
P0131,L003,2024-02-01,121
P0132,L003,2024-02-01,121
P0133,L003,2024-02-01,38
P0134,L003,2024-02-01,33
P0135,L003,2024-02-01,85
P0136,L003,2024-02-01,48
P0137,L003,2024-02-01,63
P0138,L003,2024-02-01,88
P0139,L003,2024-02-01,121
P0140,L003,2024-02-01,22
P0141,L003,2024-02-01,175
P0142,L003,2024-02-01,174
P0143,L003,2024-02-01,111
P0144,L003,2024-02-01,161
P0145,L003,2024-02-01,80
P0146,L003,2024-02-01,138
P0147,L003,2024-02-01,194
P0148,L003,2024-02-01,19
P0149,L003,2024-02-01,5
P0150,L003,2024-02-01,131
P0001,L004,2024-02-01,154
P0002,L004,2024-02-01,122
P0003,L004,2024-02-01,109
P0004,L004,2024-02-01,13
P0005,L004,2024-02-01,44
P0006,L004,2024-02-01,115
P0007,L004,2024-02-01,190
P0008,L004,2024-02-01,35
P0009,L004,2024-02-01,177
P0010,L004,2024-02-01,102
P0011,L004,2024-02-01,99
P0012,L004,2024-02-01,23
P0013,L004,2024-02-01,15
P0014,L004,2024-02-01,93
P0015,L004,2024-02-01,32
P0016,L004,2024-02-01,12
P0017,L004,2024-02-01,131
P0018,L004,2024-02-01,178
P0019,L004,2024-02-01,138
P0020,L004,2024-02-01,152
P0021,L004,2024-02-01,167
P0022,L004,2024-02-01,64
P0023,L004,2024-02-01,165
P0024,L004,2024-02-01,131
P0025,L004,2024-02-01,72
P0026,L004,2024-02-01,123
P0027,L004,2024-02-01,194
P0028,L004,2024-02-01,75
P0029,L004,2024-02-01,105
P0030,L004,2024-02-01,42
P0031,L004,2024-02-01,182
P0032,L004,2024-02-01,27
P0033,L004,2024-02-01,153
P0034,L004,2024-02-01,48
P0035,L004,2024-02-01,178
P0036,L004,2024-02-01,168
P0037,L004,2024-02-01,9
P0038,L004,2024-02-01,195
P0039,L004,2024-02-01,142
P0040,L004,2024-02-01,58
P0041,L004,2024-02-01,102
P0042,L004,2024-02-01,14
P0043,L004,2024-02-01,128
P0044,L004,2024-02-01,108
P0045,L004,2024-02-01,162
P0046,L004,2024-02-01,7
P0047,L004,2024-02-01,167
P0048,L004,2024-02-01,57
P0049,L004,2024-02-01,100
P0050,L004,2024-02-01,127
P0051,L004,2024-02-01,156
P0052,L004,2024-02-01,124
P0053,L004,2024-02-01,163
P0054,L004,2024-02-01,62
P0055,L004,2024-02-01,50
P0056,L004,2024-02-01,181
P0057,L004,2024-02-01,40
P0058,L004,2024-02-01,82
P0059,L004,2024-02-01,91
P0060,L004,2024-02-01,7
P0061,L004,2024-02-01,25
P0062,L004,2024-02-01,162
P0063,L004,2024-02-01,185
P0064,L004,2024-02-01,159
P0065,L004,2024-02-01,89
P0066,L004,2024-02-01,180
P0067,L004,2024-02-01,10
P0068,L004,2024-02-01,184
P0069,L004,2024-02-01,170
P0070,L004,2024-02-01,66
P0071,L004,2024-02-01,136
P0072,L004,2024-02-01,94
P0073,L004,2024-02-01,97
P0074,L004,2024-02-01,73
P0075,L004,2024-02-01,156
P0076,L004,2024-02-01,23
P0077,L004,2024-02-01,7
P0078,L004,2024-02-01,-7
P0079,L004,2024-02-01,82
P0080,L004,2024-02-01,33
P0081,L004,2024-02-01,173
P0082,L004,2024-02-01,62
P0083,L004,2024-02-01,38
P9065,L004,2024-02-01,19
P0085,L004,2024-02-01,166
P0086,L004,2024-02-01,68
P0087,L004,2024-02-01,103
P0088,L004,2024-02-01,97
P0089,L004,2024-02-01,22
P0090,L004,2024-02-01,157
P0091,L004,2024-02-01,28
P0092,L004,2024-02-01,12
P0093,L004,2024-02-01,23
P0094,L004,2024-02-01,115
P0095,L004,2024-02-01,94
P0096,L004,2024-02-01,71
P0097,L004,2024-02-01,26
P0098,L004,2024-02-01,145
P0099,L004,2024-02-01,30
P0100,L004,2024-02-01,77
P0101,L004,2024-02-01,195
P0102,L004,2024-02-01,-10
P0103,L004,2024-02-01,74
P0104,L004,2024-02-01,119
P0105,L004,2024-02-01,107
P0106,L004,2024-02-01,190
P0107,L004,2024-02-01,62
P0108,L004,2024-02-01,79
P0109,L004,2024-02-01,146
P0110,L004,2024-02-01,51
P0111,L004,2024-02-01,137
P0112,L004,2024-02-01,52
P0113,L004,2024-02-01,182
P0114,L004,2024-02-01,93
P0115,L004,2024-02-01,72
P0116,L004,2024-02-01,174
P0117,L004,2024-02-01,125
P0118,L004,2024-02-01,5
P0119,L004,2024-02-01,79
P0120,L004,2024-02-01,194
P0121,L004,2024-02-01,78
P0122,L004,2024-02-01,133
P0123,L004,2024-02-01,178
P0124,L004,2024-02-01,136
P0125,L004,2024-02-01,154
P0126,L004,2024-02-01,181
P0127,L004,2024-02-01,0
P0128,L004,2024-02-01,123
P0129,L004,2024-02-01,68
P0130,L004,2024-02-01,140
P0131,L004,2024-02-01,166
P0132,L004,2024-02-01,13
P0133,L004,2024-02-01,63
P0134,L004,2024-02-01,6
P0135,L004,2024-02-01,84
P0136,L004,2024-02-01,105
P0137,L004,2024-02-01,199
P0138,L004,2024-02-01,89
P0139,L004,2024-02-01,65
P0140,L004,2024-02-01,86
P0141,L004,2024-02-01,54
P0142,L004,2024-02-01,54
P0143,L004,2024-02-01,17
P0144,L004,2024-02-01,179
P0145,L004,2024-02-01,42
P0146,L004,2024-02-01,73
P0147,L004,2024-02-01,190
P0148,L004,2024-02-01,133
P0149,L004,2024-02-01,135
P0150,L004,2024-02-01,189
P0001,L005,2024-02-01,126
P0002,L005,2024-02-01,70
P0003,L005,2024-02-01,155
P0004,L005,2024-02-01,3
P0005,L005,2024-02-01,176
P0006,L005,2024-02-01,116
P0007,L005,2024-02-01,74
P0008,L005,2024-02-01,78
P0009,L005,2024-02-01,65
P0010,L005,2024-02-01,134
P0011,L005,2024-02-01,161
P0012,L005,2024-02-01,-2
P0013,L005,2024-02-01,126
P0014,L005,2024-02-01,46
P0015,L005,2024-02-01,35
P0016,L005,2024-02-01,9
P0017,L005,2024-02-01,30
P0018,L005,2024-02-01,90
P0019,L005,2024-02-01,82
P0020,L005,2024-02-01,11
P0021,L005,2024-02-01,110
P0022,L005,2024-02-01,13
P0023,L005,2024-02-01,42
P0024,L005,2024-02-01,90
P0025,L005,2024-02-01,178
P0026,L005,2024-02-01,22
P0027,L005,2024-02-01,44
P0028,L005,2024-02-01,154
P0029,L005,2024-02-01,193
P0030,L005,2024-02-01,190
P0031,L005,2024-02-01,107
P0032,L005,2024-02-01,192
P0033,L005,2024-02-01,86
P0034,L005,2024-02-01,140
P0035,L005,2024-02-01,13
P0036,L005,2024-02-01,160
P0037,L005,2024-02-01,119
P0038,L005,2024-02-01,142
P0039,L005,2024-02-01,28
P0040,L005,2024-02-01,13
P0041,L005,2024-02-01,83
P0042,L005,2024-02-01,102
P0043,L005,2024-02-01,46
P0044,L005,2024-02-01,175
P0045,L005,2024-02-01,43
P0046,L005,2024-02-01,144
P0047,L005,2024-02-01,77
P0048,L005,2024-02-01,81
P0049,L005,2024-02-01,138
P0050,L005,2024-02-01,148
P0051,L005,2024-02-01,196
P0052,L005,2024-02-01,30
P0053,L005,2024-02-01,41
P0054,L005,2024-02-01,139
P0055,L005,2024-02-01,10
P0056,L005,2024-02-01,26
P0057,L005,2024-02-01,186
P0058,L005,2024-02-01,100
P0059,L005,2024-02-01,185
P0060,L005,2024-02-01,99
P0061,L005,2024-02-01,133
P0062,L005,2024-02-01,127
P0063,L005,2024-02-01,192
P0064,L005,2024-02-01,138
P0065,L005,2024-02-01,87
P0066,L005,2024-02-01,163
P0067,L005,2024-02-01,76
P0068,L005,2024-02-01,188
P0069,L005,2024-02-01,155
P0070,L005,2024-02-01,177
P0071,L005,2024-02-01,27
P0072,L005,2024-02-01,69
P0073,L005,2024-02-01,141
P0074,L005,2024-02-01,79
P0075,L005,2024-02-01,19
P0076,L005,2024-02-01,192
P0077,L005,2024-02-01,33
P0078,L005,2024-02-01,147
P0079,L005,2024-02-01,87
P0080,L005,2024-02-01,104
P0081,L005,2024-02-01,173
P0082,L005,2024-02-01,116
P0083,L005,2024-02-01,81
P0084,L005,2024-02-01,0
P0085,L005,2024-02-01,105
P0086,L005,2024-02-01,106
P0087,L005,2024-02-01,198
P0088,L005,2024-02-01,129
P0089,L005,2024-02-01,136
P0090,L005,2024-02-01,73
P0091,L005,2024-02-01,19
P0092,L005,2024-02-01,85
