data,categoria,dispositivo,visualizacoes,add_carrinho,checkout_iniciado,compra_concluida
2024-01-30,Iluminação,mobile,96,20,10,7
2024-01-30,Iluminação,desktop,144,27,12,7
2024-01-30,Utilidades Domésticas,mobile,159,39,22,16
2024-01-30,Utilidades Domésticas,desktop,266,63,36,31
2024-01-30,Jardim e Área Externa,mobile,139,35,17,10
2024-01-30,Jardim e Área Externa,desktop,159,31,16,9
2024-01-30,Organização,mobile,145,27,14,10
2024-01-30,Organização,desktop,220,61,28,20
2024-01-30,Elétrica,mobile,229,55,29,10
2024-01-30,Elétrica,desktop,160,38,21,9
2024-01-30,Hidráulica,mobile,265,71,38,16
2024-01-30,Hidráulica,desktop,272,63,36,13
2024-01-30,Pintura e Acabamento,mobile,152,34,18,13
2024-01-30,Pintura e Acabamento,desktop,285,52,28,20
2024-01-30,Segurança,mobile,264,61,28,8
2024-01-30,Segurança,desktop,270,56,30,9
2024-01-31,Ferramentas,mobile,83,20,11,6
2024-01-31,Ferramentas,desktop,251,53,28,14
2024-01-31,Iluminação,mobile,164,37,19,14
2024-01-31,Iluminação,desktop,169,40,22,14
2024-01-31,Utilidades Domésticas,mobile,109,26,11,8
2024-01-31,Utilidades Domésticas,desktop,134,27,14,12
2024-01-31,Jardim e Área Externa,mobile,189,42,19,12
2024-01-31,Jardim e Área Externa,desktop,177,38,22,12
2024-01-31,Organização,mobile,183,48,23,13
2024-01-31,Organização,desktop,227,51,23,14
2024-01-31,Elétrica,mobile,272,69,38,15
2024-01-31,Elétrica,desktop,194,36,20,8
2024-01-31,Hidráulica,mobile,274,75,44,21
2024-01-31,Hidráulica,desktop,155,32,15,6
2024-01-31,Pintura e Acabamento,mobile,193,50,25,15
2024-01-31,Pintura e Acabamento,desktop,193,35,19,13
2024-01-31,Segurança,mobile,242,67,39,12
2024-01-31,Segurança,desktop,169,35,17,4
2024-02-01,Ferramentas,mobile,106,26,11,6
2024-02-01,Ferramentas,desktop,123,30,14,9
2024-02-01,Iluminação,mobile,289,77,42,28
2024-02-01,Iluminação,desktop,299,80,37,22
2024-02-01,Utilidades Domésticas,mobile,171,40,22,14
2024-02-01,Utilidades Domésticas,desktop,255,52,29,19
2024-02-01,Jardim e Área Externa,mobile,198,44,23,16
2024-02-01,Jardim e Área Externa,desktop,185,36,20,14
2024-02-01,Organização,mobile,232,57,26,17
2024-02-01,Organização,desktop,218,45,24,16
2024-02-01,Elétrica,mobile,161,32,16,5
2024-02-01,Elétrica,desktop,134,26,15,6
2024-02-01,Hidráulica,mobile,285,62,35,14
2024-02-01,Hidráulica,desktop,258,71,33,12
2024-02-01,Pintura e Acabamento,mobile,193,44,23,17
2024-02-01,Pintura e Acabamento,desktop,216,51,23,17
2024-02-01,Segurança,mobile,156,40,21,7
2024-02-01,Segurança,desktop,242,44,25,7
2024-02-02,Ferramentas,mobile,189,38,21,11
2024-02-02,Ferramentas,desktop,226,62,32,17
2024-02-02,Iluminação,mobile,98,25,12,8
2024-02-02,Iluminação,desktop,276,76,34,23
2024-02-02,Utilidades Domésticas,mobile,283,73,35,24
2024-02-02,Utilidades Domésticas,desktop,157,39,18,15
2024-02-02,Jardim e Área Externa,mobile,258,52,27,19
2024-02-02,Jardim e Área Externa,desktop,141,31,16,9
2024-02-02,Organização,mobile,174,45,21,14
2024-02-02,Organização,desktop,200,38,17,12
2024-02-02,Elétrica,mobile,126,22,10,4
2024-02-02,Elétrica,desktop,216,46,26,10
2024-02-02,Hidráulica,mobile,155,40,19,7
2024-02-02,Hidráulica,desktop,115,31,15,6
2024-02-02,Pintura e Acabamento,mobile,129,24,12,8
2024-02-02,Pintura e Acabamento,desktop,102,21,10,6
2024-02-02,Segurança,mobile,184,43,22,8
2024-02-02,Segurança,desktop,288,67,39,11
2024-02-03,Ferramentas,mobile,218,51,26,15
2024-02-03,Ferramentas,desktop,203,39,19,11
2024-02-03,Iluminação,mobile,254,50,29,17
2024-02-03,Iluminação,desktop,134,27,14,9
2024-02-03,Utilidades Domésticas,mobile,92,23,12,8
2024-02-03,Utilidades Domésticas,desktop,285,63,30,22
2024-02-03,Jardim e Área Externa,mobile,101,25,14,8
2024-02-03,Jardim e Área Externa,desktop,258,49,28,15
2024-02-03,Organização,mobile,191,45,21,13
2024-02-03,Organização,desktop,174,46,25,17
2024-02-03,Elétrica,mobile,83,18,9,3
2024-02-03,Elétrica,desktop,92,24,12,4
2024-02-03,Hidráulica,mobile,217,50,23,8
2024-02-03,Hidráulica,desktop,256,50,27,13
2024-02-03,Pintura e Acabamento,mobile,270,71,35,24
2024-02-03,Pintura e Acabamento,desktop,279,54,28,18
2024-02-03,Segurança,mobile,286,66,33,10
2024-02-03,Segurança,desktop,175,45,24,8
2024-02-04,Ferramentas,mobile,172,34,16,9
2024-02-04,Ferramentas,desktop,142,35,15,8
2024-02-04,Iluminação,mobile,123,24,10,6
2024-02-04,Iluminação,desktop,143,39,20,14
2024-02-04,Utilidades Domésticas,mobile,190,38,17,14
2024-02-04,Utilidades Domésticas,desktop,87,21,9,5
2024-02-04,Jardim e Área Externa,mobile,109,29,14,8
2024-02-04,Jardim e Área Externa,desktop,226,47,24,14
2024-02-04,Organização,mobile,173,48,24,19
2024-02-04,Organização,desktop,190,44,19,14
2024-02-04,Elétrica,mobile,100,19,8,2
2024-02-04,Elétrica,desktop,217,59,31,13
2024-02-04,Hidráulica,mobile,185,37,20,8
2024-02-04,Hidráulica,desktop,291,65,36,14
2024-02-04,Pintura e Acabamento,mobile,99,23,12,7
2024-02-04,Pintura e Acabamento,desktop,179,41,23,14
2024-02-04,Segurança,mobile,236,65,35,13
2024-02-04,Segurança,desktop,104,29,15,4
2024-02-05,Ferramentas,mobile,86,17,8,4
2024-02-05,Ferramentas,desktop,230,49,28,17
2024-02-05,Iluminação,mobile,254,46,26,18
2024-02-05,Iluminação,desktop,286,76,43,33
2024-02-05,Utilidades Domésticas,mobile,285,69,34,28
2024-02-05,Utilidades Domésticas,desktop,126,31,17,13
2024-02-05,Jardim e Área Externa,mobile,141,33,19,13
2024-02-05,Jardim e Área Externa,desktop,163,38,22,13
2024-02-05,Organização,mobile,251,47,22,17
2024-02-05,Organização,desktop,297,60,29,19
2024-02-05,Elétrica,mobile,228,49,28,11
2024-02-05,Elétrica,desktop,186,47,27,9
2024-02-05,Hidráulica,mobile,190,40,21,8
2024-02-05,Hidráulica,desktop,161,44,23,8
2024-02-05,Pintura e Acabamento,mobile,110,28,15,11
2024-02-05,Pintura e Acabamento,desktop,206,43,19,11
2024-02-05,Segurança,mobile,279,60,27,8
2024-02-05,Segurança,desktop,103,24,11,3
2024-02-06,Ferramentas,mobile,281,73,37,25
2024-02-06,Ferramentas,desktop,196,47,22,14
2024-02-06,Iluminação,mobile,181,42,19,11
2024-02-06,Iluminação,desktop,256,60,32,21
2024-02-06,Utilidades Domésticas,mobile,160,40,21,17
2024-02-06,Utilidades Domésticas,desktop,196,38,19,14
2024-02-06,Jardim e Área Externa,mobile,138,37,18,10
2024-02-06,Jardim e Área Externa,desktop,293,62,29,19
2024-02-06,Organização,mobile,82,19,9,5
2024-02-06,Organização,desktop,113,21,12,8
2024-02-06,Elétrica,mobile,171,30,16,6
2024-02-06,Elétrica,desktop,90,19,9,3
2024-02-06,Hidráulica,mobile,118,21,10,3
2024-02-06,Hidráulica,desktop,265,73,37,18
2024-02-06,Pintura e Acabamento,mobile,239,56,27,15
2024-02-06,Pintura e Acabamento,desktop,255,46,27,16
2024-02-06,Segurança,mobile,91,24,14,4
2024-02-06,Segurança,desktop,119,26,13,3
2024-02-07,Ferramentas,mobile,179,49,23,14
2024-02-07,Ferramentas,desktop,108,26,11,7
2024-02-07,Iluminação,mobile,239,45,21,13
2024-02-07,Iluminação,desktop,94,17,8,5
2024-02-07,Utilidades Domésticas,mobile,201,43,22,14
2024-02-07,Utilidades Domésticas,desktop,120,25,14,10
2024-02-07,Jardim e Área Externa,mobile,250,65,38,22
2024-02-07,Jardim e Área Externa,desktop,94,22,11,6
2024-02-07,Organização,mobile,186,37,22,14
2024-02-07,Organização,desktop,163,41,19,13
2024-02-07,Elétrica,mobile,241,58,26,9
2024-02-07,Elétrica,desktop,286,54,25,11
2024-02-07,Hidráulica,mobile,207,46,21,8
2024-02-07,Hidráulica,desktop,119,28,15,6
2024-02-07,Pintura e Acabamento,mobile,213,40,23,16
2024-02-07,Pintura e Acabamento,desktop,93,20,10,6
2024-02-07,Segurança,mobile,181,47,24,8
2024-02-07,Segurança,desktop,268,72,37,10
2024-02-08,Ferramentas,mobile,120,26,13,6
2024-02-08,Ferramentas,desktop,95,26,11,6
2024-02-08,Iluminação,mobile,80,14,7,4
2024-02-08,Iluminação,desktop,254,63,32,21
2024-02-08,Utilidades Domésticas,mobile,110,26,13,9
2024-02-08,Utilidades Domésticas,desktop,121,30,16,12
2024-02-08,Jardim e Área Externa,mobile,167,40,22,12
2024-02-08,Jardim e Área Externa,desktop,116,25,11,7
2024-02-08,Organização,mobile,99,22,12,9
2024-02-08,Organização,desktop,244,53,29,20
2024-02-08,Elétrica,mobile,216,45,26,8
2024-02-08,Elétrica,desktop,191,52,28,10
2024-02-08,Hidráulica,mobile,184,38,21,8
2024-02-08,Hidráulica,desktop,212,53,31,14
2024-02-08,Pintura e Acabamento,mobile,133,25,12,7
2024-02-08,Pintura e Acabamento,desktop,178,41,18,12
2024-02-08,Segurança,mobile,100,24,11,3
2024-02-08,Segurança,desktop,183,50,24,6
2024-02-09,Ferramentas,mobile,204,44,26,16
2024-02-09,Ferramentas,desktop,151,38,22,11
2024-02-09,Iluminação,mobile,285,51,25,16
2024-02-09,Iluminação,desktop,232,56,32,25
2024-02-09,Utilidades Domésticas,mobile,179,49,28,21
2024-02-09,Utilidades Domésticas,desktop,94,22,12,10
2024-02-09,Jardim e Área Externa,mobile,204,39,22,12
2024-02-09,Jardim e Área Externa,desktop,201,38,20,14
2024-02-09,Organização,mobile,116,24,13,8
2024-02-09,Organização,desktop,125,34,18,12
2024-02-09,Elétrica,mobile,239,62,28,10
2024-02-09,Elétrica,desktop,115,21,12,4
2024-02-09,Hidráulica,mobile,247,47,25,11
2024-02-09,Hidráulica,desktop,105,23,11,4
2024-02-09,Pintura e Acabamento,mobile,171,32,17,9
2024-02-09,Pintura e Acabamento,desktop,109,23,13,9
2024-02-09,Segurança,mobile,163,34,15,5
2024-02-09,Segurança,desktop,288,60,29,8
2024-02-10,Ferramentas,mobile,90,16,7,4
2024-02-10,Ferramentas,desktop,200,42,24,16
2024-02-10,Iluminação,mobile,85,16,8,5
2024-02-10,Iluminação,desktop,223,41,22,16
2024-02-10,Utilidades Domésticas,mobile,176,38,17,12
2024-02-10,Utilidades Domésticas,desktop,213,57,27,22
2024-02-10,Jardim e Área Externa,mobile,239,43,23,14
2024-02-10,Jardim e Área Externa,desktop,102,26,12,7
2024-02-10,Organização,mobile,136,34,19,14
2024-02-10,Organização,desktop,145,31,18,13
2024-02-10,Elétrica,mobile,169,47,26,10
2024-02-10,Elétrica,desktop,100,20,9,3
2024-02-10,Hidráulica,mobile,96,17,8,3
2024-02-10,Hidráulica,desktop,253,59,31,15
2024-02-10,Pintura e Acabamento,mobile,123,30,17,13
2024-02-10,Pintura e Acabamento,desktop,93,24,12,8
2024-02-10,Segurança,mobile,115,21,11,3
2024-02-10,Segurança,desktop,125,24,12,3
2024-02-11,Ferramentas,mobile,221,51,23,14
2024-02-11,Ferramentas,desktop,229,58,28,15
2024-02-11,Iluminação,mobile,119,30,14,10
2024-02-11,Iluminação,desktop,164,36,20,15
2024-02-11,Utilidades Domésticas,mobile,175,36,17,11
2024-02-11,Utilidades Domésticas,desktop,179,34,16,13
2024-02-11,Jardim e Área Externa,mobile,261,52,30,17
2024-02-11,Jardim e Área Externa,desktop,247,55,25,16
2024-02-11,Organização,mobile,117,22,12,8
2024-02-11,Organização,desktop,285,53,26,16
2024-02-11,Elétrica,mobile,153,28,16,5
2024-02-11,Elétrica,desktop,225,47,21,9
2024-02-11,Hidráulica,mobile,96,19,8,3
2024-02-11,Hidráulica,desktop,263,59,33,13
2024-02-11,Pintura e Acabamento,mobile,122,29,14,9
2024-02-11,Pintura e Acabamento,desktop,115,21,11,7
2024-02-11,Segurança,mobile,267,70,39,10
2024-02-11,Segurança,desktop,81,19,11,3
2024-02-12,Ferramentas,mobile,112,20,9,6
2024-02-12,Ferramentas,desktop,284,79,38,20
2024-02-12,Iluminação,mobile,175,38,18,11
2024-02-12,Iluminação,desktop,183,45,22,15
2024-02-12,Utilidades Domésticas,mobile,226,54,26,17
2024-02-12,Utilidades Domésticas,desktop,148,40,23,19
2024-02-12,Jardim e Área Externa,mobile,236,53,23,15
2024-02-12,Jardim e Área Externa,desktop,248,53,24,14
2024-02-12,Organização,mobile,243,58,26,16
2024-02-12,Organização,desktop,127,23,13,9
2024-02-12,Elétrica,mobile,94,23,13,5
2024-02-12,Elétrica,desktop,163,34,18,6
2024-02-12,Hidráulica,mobile,263,53,24,11
2024-02-12,Hidráulica,desktop,252,58,27,13
2024-02-12,Pintura e Acabamento,mobile,168,42,21,15
2024-02-12,Pintura e Acabamento,desktop,93,21,10,6
2024-02-12,Segurança,mobile,84,22,12,3
2024-02-12,Segurança,desktop,142,38,20,7
2024-02-13,Ferramentas,mobile,262,62,36,22
2024-02-13,Ferramentas,desktop,194,50,25,12
2024-02-13,Iluminação,mobile,118,23,12,7
2024-02-13,Iluminação,desktop,170,39,17,10
2024-02-13,Utilidades Domésticas,mobile,85,19,9,7
2024-02-13,Utilidades Domésticas,desktop,236,44,25,20
2024-02-13,Jardim e Área Externa,mobile,112,24,11,7
2024-02-13,Jardim e Área Externa,desktop,159,36,21,13
2024-02-13,Organização,mobile,163,40,23,14
2024-02-13,Organização,desktop,172,47,21,16
2024-02-13,Elétrica,mobile,270,52,24,8
2024-02-13,Elétrica,desktop,163,42,18,6
2024-02-13,Hidráulica,mobile,238,60,35,13
2024-02-13,Hidráulica,desktop,298,70,33,14
2024-02-13,Pintura e Acabamento,mobile,266,63,33,21
2024-02-13,Pintura e Acabamento,desktop,267,62,36,21
2024-02-13,Segurança,mobile,125,25,13,4
2024-02-13,Segurança,desktop,210,54,26,7
2024-02-14,Ferramentas,mobile,194,44,23,11
2024-02-14,Ferramentas,desktop,252,61,35,20
2024-02-14,Iluminação,mobile,205,50,25,19
2024-02-14,Iluminação,desktop,134,29,17,11
2024-02-14,Utilidades Domésticas,mobile,230,59,32,24
2024-02-14,Utilidades Domésticas,desktop,257,55,32,23
2024-02-14,Jardim e Área Externa,mobile,257,47,23,13
2024-02-14,Jardim e Área Externa,desktop,87,16,8,4
2024-02-14,Organização,mobile,248,52,26,19
2024-02-14,Organização,desktop,95,18,9,6
2024-02-14,Elétrica,mobile,228,63,35,12
2024-02-14,Elétrica,desktop,224,48,24,9
2024-02-14,Hidráulica,mobile,247,49,27,10
2024-02-14,Hidráulica,desktop,187,44,21,9
2024-02-14,Pintura e Acabamento,mobile,107,28,14,10
2024-02-14,Pintura e Acabamento,desktop,270,70,35,24
2024-02-14,Segurança,mobile,99,21,10,3
2024-02-14,Segurança,desktop,140,33,17,5
2024-02-15,Ferramentas,mobile,252,54,29,16
2024-02-15,Ferramentas,desktop,184,51,29,18
2024-02-15,Iluminação,mobile,163,44,20,15
2024-02-15,Iluminação,desktop,203,42,24,18
2024-02-15,Utilidades Domésticas,mobile,100,20,9,6
2024-02-15,Utilidades Domésticas,desktop,91,23,12,8
2024-02-15,Jardim e Área Externa,mobile,274,73,40,25
2024-02-15,Jardim e Área Externa,desktop,190,38,20,11
2024-02-15,Organização,mobile,297,54,28,17
2024-02-15,Organização,desktop,119,21,11,8
2024-02-15,Elétrica,mobile,148,35,20,7
2024-02-15,Elétrica,desktop,178,35,17,7
2024-02-15,Hidráulica,mobile,231,44,26,10
2024-02-15,Hidráulica,desktop,197,41,21,8
2024-02-15,Pintura e Acabamento,mobile,97,24,12,7
2024-02-15,Pintura e Acabamento,desktop,133,28,16,12
2024-02-15,Segurança,mobile,217,44,23,7
2024-02-15,Segurança,desktop,98,21,10,3
2024-02-16,Ferramentas,mobile,182,42,19,12
2024-02-16,Ferramentas,desktop,249,58,31,16
2024-02-16,Iluminação,mobile,262,66,30,21
2024-02-16,Iluminação,desktop,261,60,32,25
2024-02-16,Utilidades Domésticas,mobile,231,59,31,20
2024-02-16,Utilidades Domésticas,desktop,176,31,14,10
2024-02-16,Jardim e Área Externa,mobile,165,38,21,14
2024-02-16,Jardim e Área Externa,desktop,107,29,15,8
2024-02-16,Organização,mobile,151,36,17,11
2024-02-16,Organização,desktop,193,39,20,13
2024-02-16,Elétrica,mobile,267,71,34,13
2024-02-16,Elétrica,desktop,155,42,23,8
2024-02-16,Hidráulica,mobile,266,50,25,9
2024-02-16,Hidráulica,desktop,149,32,15,6
2024-02-16,Pintura e Acabamento,mobile,178,37,20,13
2024-02-16,Pintura e Acabamento,desktop,93,20,10,5
2024-02-16,Segurança,mobile,97,25,12,3
2024-02-16,Segurança,desktop,119,22,11,3
2024-02-17,Ferramentas,mobile,127,27,14,9
2024-02-17,Ferramentas,desktop,210,48,27,18
2024-02-17,Iluminação,mobile,173,36,19,14
2024-02-17,Iluminação,desktop,90,23,13,8
2024-02-17,Utilidades Domésticas,mobile,234,48,28,20
2024-02-17,Utilidades Domésticas,desktop,257,47,26,21
2024-02-17,Jardim e Área Externa,mobile,155,30,17,12
2024-02-17,Jardim e Área Externa,desktop,165,30,15,8
2024-02-17,Organização,mobile,137,35,19,13
2024-02-17,Organização,desktop,276,55,28,21
2024-02-17,Elétrica,mobile,186,41,20,7
2024-02-17,Elétrica,desktop,194,38,21,7
2024-02-17,Hidráulica,mobile,223,49,28,11
2024-02-17,Hidráulica,desktop,181,35,17,7
2024-02-17,Pintura e Acabamento,mobile,147,32,16,11
2024-02-17,Pintura e Acabamento,desktop,141,25,13,9
2024-02-17,Segurança,mobile,269,71,37,11
2024-02-17,Segurança,desktop,186,48,25,8
2024-02-18,Ferramentas,mobile,109,26,14,9
2024-02-18,Ferramentas,desktop,255,66,39,21
2024-02-18,Iluminação,mobile,215,45,25,17
2024-02-18,Iluminação,desktop,196,49,24,17
2024-02-18,Utilidades Domésticas,mobile,260,49,25,18
2024-02-18,Utilidades Domésticas,desktop,270,71,39,26
2024-02-18,Jardim e Área Externa,mobile,293,60,31,22
2024-02-18,Jardim e Área Externa,desktop,274,64,33,20
2024-02-18,Organização,mobile,202,44,22,15
2024-02-18,Organização,desktop,290,67,39,28
2024-02-18,Elétrica,mobile,189,50,26,8
2024-02-18,Elétrica,desktop,236,61,32,11
2024-02-18,Hidráulica,mobile,165,36,19,7
2024-02-18,Hidráulica,desktop,256,52,30,11
2024-02-18,Pintura e Acabamento,mobile,248,59,27,17
2024-02-18,Pintura e Acabamento,desktop,212,51,28,18
2024-02-18,Segurança,mobile,288,55,30,9
2024-02-18,Segurança,desktop,193,36,18,6
2024-02-19,Ferramentas,mobile,161,31,14,7
2024-02-19,Ferramentas,desktop,199,48,23,12
2024-02-19,Iluminação,mobile,130,33,18,11
2024-02-19,Iluminação,desktop,133,26,15,11
2024-02-19,Utilidades Domésticas,mobile,189,44,25,20
2024-02-19,Utilidades Domésticas,desktop,206,38,18,12
2024-02-19,Jardim e Área Externa,mobile,242,53,30,19
2024-02-19,Jardim e Área Externa,desktop,180,49,27,19
2024-02-19,Organização,mobile,166,46,24,18
2024-02-19,Organização,desktop,284,60,33,25
2024-02-19,Elétrica,mobile,139,28,15,6
2024-02-19,Elétrica,desktop,256,68,32,13
2024-02-19,Hidráulica,mobile,207,39,21,8
2024-02-19,Hidráulica,desktop,95,19,8,3
2024-02-19,Pintura e Acabamento,mobile,82,15,7,4
2024-02-19,Pintura e Acabamento,desktop,286,69,34,26
2024-02-19,Segurança,mobile,217,46,26,9
2024-02-19,Segurança,desktop,179,33,15,4
2024-02-20,Ferramentas,mobile,241,61,32,21
2024-02-20,Ferramentas,desktop,107,26,14,9
2024-02-20,Iluminação,mobile,107,28,13,9
2024-02-20,Iluminação,desktop,162,37,19,12
2024-02-20,Utilidades Domésticas,mobile,150,29,14,12
2024-02-20,Utilidades Domésticas,desktop,279,75,38,26
2024-02-20,Jardim e Área Externa,mobile,251,61,30,18
2024-02-20,Jardim e Área Externa,desktop,288,77,38,24
2024-02-20,Organização,mobile,149,36,18,13
2024-02-20,Organização,desktop,87,15,7,5
2024-02-20,Elétrica,mobile,279,76,35,12
2024-02-20,Elétrica,desktop,209,57,27,11
2024-02-20,Hidráulica,mobile,223,53,26,11
2024-02-20,Hidráulica,desktop,255,54,31,15
2024-02-20,Pintura e Acabamento,mobile,132,35,18,12
2024-02-20,Pintura e Acabamento,desktop,157,31,16,11
2024-02-20,Segurança,mobile,251,55,32,9
2024-02-20,Segurança,desktop,101,24,12,4
2024-02-21,Ferramentas,mobile,140,25,11,5
2024-02-21,Ferramentas,desktop,294,65,29,17
2024-02-21,Iluminação,mobile,198,53,25,18
2024-02-21,Iluminação,desktop,187,46,24,17
2024-02-21,Utilidades Domésticas,mobile,219,40,22,17
2024-02-21,Utilidades Domésticas,desktop,150,36,18,11
2024-02-21,Jardim e Área Externa,mobile,99,27,15,9
2024-02-21,Jardim e Área Externa,desktop,242,45,23,15
2024-02-21,Organização,mobile,119,25,11,8
2024-02-21,Organização,desktop,244,46,22,16
2024-02-21,Elétrica,mobile,292,60,32,12
2024-02-21,Elétrica,desktop,93,25,11,3
2024-02-21,Hidráulica,mobile,198,36,20,9
2024-02-21,Hidráulica,desktop,245,61,30,13
2024-02-21,Pintura e Acabamento,mobile,110,22,11,7
2024-02-21,Pintura e Acabamento,desktop,264,50,28,19
2024-02-21,Segurança,mobile,239,53,28,9
2024-02-21,Segurança,desktop,274,60,32,8
2024-02-22,Ferramentas,mobile,297,82,48,32
2024-02-22,Ferramentas,desktop,139,34,19,11
2024-02-22,Iluminação,mobile,240,60,34,22
2024-02-22,Iluminação,desktop,157,35,20,15
2024-02-22,Utilidades Domésticas,mobile,209,46,23,18
2024-02-22,Utilidades Domésticas,desktop,156,34,19,13
2024-02-22,Jardim e Área Externa,mobile,222,44,24,15
2024-02-22,Jardim e Área Externa,desktop,260,61,31,19
2024-02-22,Organização,mobile,235,57,33,25
2024-02-22,Organização,desktop,259,68,38,24
2024-02-22,Elétrica,mobile,117,31,17,6
2024-02-22,Elétrica,desktop,152,40,18,7
2024-02-22,Hidráulica,mobile,218,61,32,13
2024-02-22,Hidráulica,desktop,104,20,11,5
2024-02-22,Pintura e Acabamento,mobile,254,50,23,16
2024-02-22,Pintura e Acabamento,desktop,210,46,23,16
2024-02-22,Segurança,mobile,233,55,28,8
2024-02-22,Segurança,desktop,261,57,31,11
2024-02-23,Ferramentas,mobile,221,57,25,15
2024-02-23,Ferramentas,desktop,149,27,15,7
2024-02-23,Iluminação,mobile,89,17,10,7
2024-02-23,Iluminação,desktop,215,59,30,20
2024-02-23,Utilidades Domésticas,mobile,137,35,20,14
2024-02-23,Utilidades Domésticas,desktop,203,51,28,18
2024-02-23,Jardim e Área Externa,mobile,270,50,25,18
2024-02-23,Jardim e Área Externa,desktop,270,67,36,23
2024-02-23,Organização,mobile,244,63,34,25
2024-02-23,Organização,desktop,145,33,16,12
2024-02-23,Elétrica,mobile,81,20,11,4
2024-02-23,Elétrica,desktop,101,26,12,4
2024-02-23,Hidráulica,mobile,134,36,21,9
2024-02-23,Hidráulica,desktop,146,38,20,8
